"company_name","tier","sub_sector","geography","town","postcode","employee_count_estimate","website","careers_portal","contact_name","contact_title","contact_email","email_confidence","source_url","personalisation_hook","excluded_reason","date_scoped","status"
"Thomas Edward Dixon","B","accountancy","South Essex (Rochford/Rayleigh belt)","Hadleigh","SS7 2DA","1-5","https://www.thomasedwarddixon.co.uk/","no","","","mail@tedixon.co.uk","generic","https://www.thomasedwarddixon.co.uk/contact-us","Chartered accountants offering accounts, taxation and business advisory to individuals and businesses.","","2026-07-26",""
"C&S Insurance","B","insurance broker","South Essex (Rochford/Rayleigh belt)","Canvey Island","","1-5","https://www.csinsurance.co.uk/","no","","","info@csinsurance.co.uk","generic","https://www.csinsurance.co.uk/","Independent insurance broker (est. 1994, BIBA member) handling commercial, property owners, liability and motor trade cover.","","2026-07-26",""
"PBATS (Practical Bookkeeping Accounting & Taxation Services)","B","bookkeeping & accountancy","South Essex (Rochford/Rayleigh belt)","Rayleigh","","1-5","https://pbats.co.uk/","no","","","info@pbats.co.uk","generic","https://pbats.co.uk/accountants-rayleigh/","Bookkeeping, accounting and taxation practice supporting SMEs with VAT, payroll and management accounts.","","2026-07-26",""
"Solus Financial Planning","A","IFA / financial planning","South Essex (Chelmsford)","Chelmsford","CM1 1HT","2-5","https://solusfinancial.co.uk/","no","Gavin Johnson","Founder / Chartered Financial Planner","hello@solusfinancial.co.uk","generic","https://solusfinancial.co.uk/","Chartered financial planning firm on Duke Street specialising in retirement planning and advice for clients going through divorce, bereavement or major life changes.","","2026-07-26",""
"Agilion Insurance Brokers","B","insurance broker","South Essex (Basildon/Brentwood belt)","Billericay","CM12 9BD","10-20","https://agilion.co.uk/","no","Ricky Lipman","Founder & Managing Director","","","https://agilion.co.uk/about-us/about-our-team","Billericay commercial insurance broker covering construction, motor trade, professional indemnity and property risks.","","2026-07-26",""
"Horner Blakey","B","insurance broker","South Essex (Basildon/Brentwood belt)","Billericay","CM12 9DF","10-20","https://www.hornerblakey.co.uk/","no","","","info@hornerblakey.co.uk","generic","https://www.hornerblakey.co.uk/locations/essex/","Independent Billericay insurance broker (also with a City of London office) handling commercial, property and specialist personal lines such as marine and prestige cars.","","2026-07-26",""
"Khan Thornton Accountants","B","accountancy / payroll","South Essex (Chelmsford)","South Woodham Ferrers","CM3 5TQ","5-15","https://www.khan-thornton.co.uk/","no","","","","","https://www.khan-thornton.co.uk/","South Woodham Ferrers accountancy practice of 25+ years running over 300 client payrolls a month alongside accounts and tax work.","","2026-07-26",""
"Ridgell & Guildway Accountants","B","accountancy","South Essex (Chelmsford)","South Woodham Ferrers","CM3 5TG","5-10","https://rg.accountants/","no","","","hello@rg.accountants","generic","https://rg.accountants/","Essex accountancy firm with offices in South Woodham Ferrers and Thaxted, led by a CIMA-qualified principal offering compliance and strategic business planning.","","2026-07-26",""
"Moyak Insurance Services","B","insurance broker","South Essex (Grays/Thurrock)","Grays","RM17 6PE","2-5","https://www.moyakinsurance.co.uk/","no","","","admin@moyakinsurance.co.uk","generic","https://www.moyakinsurance.co.uk/","Independent Grays insurance broker arranging commercial cover for shops, haulage, couriers, let property and liability risks.","","2026-07-26",""
"Morgan Richardson Ltd","B","insurance broker","South Essex (Basildon/Brentwood belt)","Billericay","CM12 9DY","10-25","https://morganrichardson.co.uk/","no","","","info@morganrichardson.co.uk","generic","https://morganrichardson.co.uk/contact-us/","Independent Billericay insurance broker established in 1994 focused on business and property insurance.","","2026-07-26",""
"Dormer Finance Limited","B","accountancy","South Essex (Basildon/Brentwood belt)","Basildon","SS15 6ED","5-10","https://www.dormerfinance.co.uk/","no","Zoe Simpson","Director","info@dormerfinance.co.uk","generic","https://www.dormerfinance.co.uk/about.php","Basildon accountancy firm serving owner-managed businesses across the Basildon, Billericay, Laindon, Wickford and Brentwood area.","","2026-07-26",""
"Edwards Bailey Chartered Accountants","B","accountancy","South Essex (Grays/Thurrock)","South Ockendon","RM15 5FA","5-15","https://www.edwardsbailey.co.uk/","no","","","info@edwardsbailey.co.uk","generic","https://www.edwardsbailey.co.uk/essex-kent-services/","Chartered accountancy firm with a Thurrock office in South Ockendon offering accounts, tax, payroll and outsourced financial-controller services.","","2026-07-26",""
"Moulton Johnson Ltd","B","accountancy / business advisory","South Essex (Basildon/Brentwood belt)","Brentwood","CM14 4BA","10-20","https://www.mjresults.co.uk/","no","Mark Southgate","Director / Joint Managing Director","mark@mjresults.com","published","https://www.mjresults.co.uk/about/meet-the-team","Long-established Brentwood chartered accountancy and business advisory firm led by joint MDs Mark Southgate and Ian Sutton.","","2026-07-26",""
"Moulton Johnson Ltd","B","accountancy / business advisory","South Essex (Basildon/Brentwood belt)","Brentwood","CM14 4BA","10-20","https://www.mjresults.co.uk/","no","Ian Sutton","Director / Joint Managing Director","ian.sutton@mjresults.com","published","https://www.mjresults.co.uk/about/meet-the-team","Long-established Brentwood chartered accountancy and business advisory firm led by joint MDs Mark Southgate and Ian Sutton.","","2026-07-26",""
"Moulton Johnson Ltd","B","accountancy / business advisory","South Essex (Basildon/Brentwood belt)","Brentwood","CM14 4BA","10-20","https://www.mjresults.co.uk/","no","Ian Johnson","Director","ian@mjresults.com","published","https://www.mjresults.co.uk/about/meet-the-team","Long-established Brentwood chartered accountancy and business advisory firm.","","2026-07-26",""
"Tony Larner Ltd","B","accountancy / tax","Norwich (wider Norfolk)","Sheringham","NR26 8RF","8","https://www.tonylarner.co.uk/","no","Tony Larner","Founder / Director","office@tonylarner.co.uk","published","https://www.tonylarner.co.uk/","Chartered certified accountancy practice established 1994 serving north Norfolk coast towns including Holt, Cromer and Fakenham.","","2026-07-26",""
"Hoyl Independent Advisers Ltd","A","IFA / wealth management","Norwich (wider Norfolk)","Cromer","NR27 9DG","30","https://www.hoyl.co.uk/","no","Mick Ramage","Managing Director","support@hoyl.co.uk","published","https://www.hoyl.co.uk/meet-the-team","Independent financial advice firm (founded 2005) with around 19 advisers and 4 mortgage brokers covering pensions, investments, mortgages and insurance.","","2026-07-26",""
"Hoyl Independent Advisers Ltd","A","IFA / wealth management","Norwich (wider Norfolk)","Cromer","NR27 9DG","30","https://www.hoyl.co.uk/","no","Paul Wreford","Director","support@hoyl.co.uk","published","https://www.hoyl.co.uk/meet-the-team","Independent financial advice firm (founded 2005) with around 19 advisers covering pensions, investments, mortgages and insurance.","","2026-07-26",""
"Quote Four Insurance Brokers","B","insurance broker","Norwich (wider Norfolk)","Dereham","NR19 1DR","10","https://quotefour.co.uk/","no","Jamie Smith","Founding Director","sales@quotefour.com","published","https://quotefour.co.uk/about/meet-the-team/","Independent Dereham insurance brokerage offering commercial, cyber, motor, home and travel cover.","","2026-07-26",""
"Quote Four Insurance Brokers","B","insurance broker","Norwich (wider Norfolk)","Dereham","NR19 1DR","10","https://quotefour.co.uk/","no","John Murray-Smith","Director","sales@quotefour.com","published","https://quotefour.co.uk/about/meet-the-team/","Independent Dereham insurance brokerage offering commercial, cyber, motor, home and travel cover.","","2026-07-26",""
"Hayhow","B","accountancy / audit","Norwich (wider Norfolk)","King's Lynn","PE30 1HB","15","https://www.hayhow.com/","no","Kezia Benefer","Accountant (ACCA)","kezia@hayhow.com","published","https://www.hayhow.com/contact-us","Chartered certified accountants and business advisors in King's Lynn with a Downham Market office, offering audit, tax, corporate finance and wealth management.","","2026-07-26",""
"Timothy Hignett & Partners Ltd","B","accountancy / tax","Norwich (wider Norfolk)","Cromer","NR27 9HG","8","http://www.timothyhignett.com/","no","Emma Hignett","Director","info@timothyhignett.com","generic","https://find-and-update.company-information.service.gov.uk/company/03833647","Family-run Cromer accountancy firm established 1992 providing accounts, tax and payroll (site anti-bot 503; verified via Companies House).","","2026-07-26",""
"Timothy Hignett & Partners Ltd","B","accountancy / tax","Norwich (wider Norfolk)","Cromer","NR27 9HG","8","http://www.timothyhignett.com/","no","David Hignett","Director","info@timothyhignett.com","generic","https://find-and-update.company-information.service.gov.uk/company/03833647","Family-run Cromer accountancy firm established 1992 providing accounts, tax and payroll (site anti-bot 503; verified via Companies House).","","2026-07-26",""
"James Johnson & Co (Accountancy) Ltd","B","accountancy / tax","Norwich (wider Norfolk)","Hunstanton","PE31 6HH","4","https://www.jamesjohnsonltd.co.uk/","no","James Johnson","Owner / Accountant","james@jamesjohnsonltd.co.uk","published","https://www.jamesjohnsonltd.co.uk/contact-us/","Local accountancy firm established 2001 with offices in Dersingham and Hunstanton serving sole traders, partnerships and limited companies.","","2026-07-26",""
"Calum Ward & Co Ltd","B","accountancy / tax","Norwich (wider Norfolk)","Harleston","","3","https://www.calumward.co.uk/","no","Calum Ward","Director","info@calumward.co.uk","published","https://www.calumward.co.uk/","Harleston accountancy practice providing bookkeeping, taxation, VAT and payroll for the self-employed and businesses.","","2026-07-26",""
"Finance Shop Limited","A","IFA / wealth management","Norwich (wider ring)","Little Plumstead","NR13 5FH","15-25","https://www.financeshopgroup.com/","no","Scott Oliver","Executive Director & Chartered Financial Planner","info@fs-ifa.com","generic","https://www.financeshopgroup.com/meet-the-team/directors","One of Norfolk and Suffolk's larger IFAs (est. 1990), offering financial planning and discretionary portfolio management.","","2026-07-26",""
"Finance Shop Limited","A","IFA / wealth management","Norwich (wider ring)","Little Plumstead","NR13 5FH","15-25","https://www.financeshopgroup.com/","no","Nick Buchan","Director","info@fs-ifa.com","generic","https://www.financeshopgroup.com/meet-the-team/directors","One of Norfolk and Suffolk's larger IFAs (est. 1990), offering financial planning and discretionary portfolio management.","","2026-07-26",""
"Bain Financial Advice","A","IFA / wealth management","Norwich (wider Norfolk)","Great Yarmouth","NR31 0NL","3","https://www.bainfa.co.uk/","no","Chris Bain","Partner","","","https://www.bainfa.co.uk/","Great Yarmouth financial advice firm covering mortgages, wealth management, protection and retirement planning.","","2026-07-26",""
"Tyrrell & Company Independent Financial Advisers LLP","A","IFA / wealth management","Norwich (wider Norfolk)","Thetford","IP24 2ER","5","https://tyrrellsifa.uk/","no","","","info@tyrrellsifa.uk","published","https://tyrrellsifa.uk/","FCA-regulated Thetford IFA (trading as Tyrrells IFA) offering retirement planning, investment management, pensions and protection.","","2026-07-26",""
"Lantern Financial Planning Ltd","A","IFA / financial planning","Norwich (wider Norfolk)","Attleborough","NR17","4","https://lanternfinancialplanning.co.uk/","no","James Cushing","Founder / Adviser","","","https://lanternfinancialplanning.co.uk/your-team","Independent financial planning firm in Attleborough covering investments, pensions and retirement.","","2026-07-26",""
"MCM Bespoke Investment Services Ltd","A","wealth management / discretionary investment management","Norwich (city centre)","Norwich","NR1 1RY","5-10","https://www.mcm-bespoke.com/","no","","","","","https://www.mcm-bespoke.com/","FCA-regulated IFA and discretionary investment manager at 8 Thorpe Road offering financial planning and bespoke portfolio management.","","2026-07-26",""
"Anglia Finance Limited","B","commercial finance broker","Norwich (city centre)","Norwich","NR1 4DS","2-8","https://www.angliafinance.co.uk/","no","","","","","https://find-and-update.company-information.service.gov.uk/company/07140125","Independent commercial finance broker at 13 The Close arranging factoring, invoice discounting, commercial mortgages, business loans and asset finance.","","2026-07-26",""
"Charwin Private Clients","B","commercial & mortgage finance broker","Norwich (city centre)","Norwich","NR1 4DY","2-8","https://www.charwinprivateclients.co.uk/","no","","","customerservices@charwinpc.co.uk","generic","https://www.charwinprivateclients.co.uk/","Whole-of-market mortgage and insurance broker at Holland Court, The Close, specialising in commercial mortgages, development/bridging finance and buy-to-let.","","2026-07-26",""
"Together Accounting","B","accountancy / tax","Norwich (city centre)","Norwich","NR3 1AB","5-10","https://www.togetheraccounting.co.uk/","no","Robert Marjoram","Founder and Owner","","","https://www.togetheraccounting.co.uk/our-team/","Firm of qualified accountants at 17-19 St Georges Street supporting small businesses with bookkeeping, VAT, tax returns and FD support (Xero Silver Partner).","","2026-07-26",""
"Shaw & Co","B","accountancy / audit / tax","Norwich (city centre)","Norwich","NR3 1BN","5-15","https://www.shawco.co.uk/","no","","","info@shawco.co.uk","generic","https://www.shawco.co.uk/","Chartered Certified Accountants and Registered Auditors at 3 Colegate providing accountancy, tax and audit with a cloud-accounting focus.","","2026-07-26",""
"NM Finance (New Mortgage Finance Limited)","B","commercial mortgage & finance broker","Norwich (wider ring)","Norwich","NR6 6BF","5-15","https://nmfinance.co.uk/","no","Max Mace","Director","","","https://nmfinance.co.uk/","Whole-of-market broker at Norwich International Business Park covering commercial mortgages, development finance, bridging and residential mortgages across 80+ lenders.","","2026-07-26",""
"Eastern Financial Consultants Ltd","A","independent financial advice / pensions","Norwich (wider ring)","Norwich","NR6 6BF","5-10","https://easternfinancialconsultants.co.uk/","no","Kate Tritton","Financial Adviser","","","https://easternfinancialconsultants.co.uk/","Independent financial advisers at Insight House, Alkmaar Way, focused on pensions, retirement planning, investments and estate planning.","","2026-07-26",""
"Asset Investment Management Ltd","A","IFA / investment management","Norwich (wider ring)","Norwich","NR6 6BF","3-8","https://www.asset-im.co.uk/","no","Antony Peter Howard","Director","","","https://find-and-update.company-information.service.gov.uk/company/05880144","Independent financial adviser and investment manager at Insight House, Alkmaar Way, serving clients across East Anglia.","","2026-07-26",""
"Asset Investment Management Ltd","A","IFA / investment management","Norwich (wider ring)","Norwich","NR6 6BF","3-8","https://www.asset-im.co.uk/","no","Jason Richard Howard","Director","","","https://find-and-update.company-information.service.gov.uk/company/05880144","Independent financial adviser and investment manager at Insight House, Alkmaar Way, serving clients across East Anglia.","","2026-07-26",""
"Bridge Financial Management Ltd","A","independent financial advice","Norwich (wider ring)","Norwich","NR6 6BF","3-8","https://www.bridgeifa.com/","no","","","info@bridgeifa.com","generic","https://www.bridgeifa.com/","IFA firm established 2001 at Insight House, Alkmaar Way, providing investment, retirement and financial planning.","","2026-07-26",""
"Iceni Financial Advisers Ltd","A","independent financial advice","Norwich (wider ring)","Drayton","NR8 6RL","3-8","https://theiceni.co.uk/","no","","","enquiries@theiceni.co.uk","generic","https://theiceni.co.uk/","Award-winning whole-of-market IFA at Drayton Industrial Estate advising on investments, pensions, mortgages and later-life planning.","","2026-07-26",""
"MCB Financial Services Ltd","B","commercial & asset finance / mortgage broker","Norwich (wider ring)","Taverham","NR8 6HW","5-15","https://mcbfinancialservices.co.uk/","no","","","","","https://mcbfinancialservices.co.uk/","Independent adviser at Beech Avenue Business Park, Taverham, arranging mortgages, commercial finance, asset finance and protection.","","2026-07-26",""
"Audeo FS Limited","B","asset & business finance broker","Norwich (wider ring)","Rackheath","NR13 6JY","5-10","https://audeofs.co.uk/","no","Richard David Brown","Director","richard@audeofs.co.uk","inferred","https://find-and-update.company-information.service.gov.uk/company/11140398/officers","Business and personal asset-finance broker at Mahoney Green, Rackheath, arranging hire purchase, leasing, business loans and invoice finance. [email pattern: firstname@audeofs.co.uk]","","2026-07-26",""
"Audeo FS Limited","B","asset & business finance broker","Norwich (wider ring)","Rackheath","NR13 6JY","5-10","https://audeofs.co.uk/","no","Connor James Harris","Director","connor@audeofs.co.uk","inferred","https://find-and-update.company-information.service.gov.uk/company/11140398/officers","Business and personal asset-finance broker at Mahoney Green, Rackheath, arranging hire purchase, leasing, business loans and invoice finance. [email pattern: firstname@audeofs.co.uk]","","2026-07-26",""
"LEES Chartered Certified Accountants","B","accountancy / audit / corporate finance","Norwich (wider ring)","Norwich","NR7 0TA","15-25","https://leesaccountants.co.uk/","no","Chris Bidgood","Director of Corporate Finance","","","https://leesaccountants.co.uk/About-us/Our-People","Long-established (since 1947) chartered certified accountants at Ingram House, Meridian Way, with an in-house corporate finance function.","","2026-07-26",""
"Credo Capital Finance Limited","B","asset finance broker & lender","Norwich (wider ring)","Hellesdon","NR6 5DR","10-20","https://www.credoassetfinance.com/","no","Sean Michael Devoy","Finance Director","","","https://find-and-update.company-information.service.gov.uk/company/07073329/officers","Norwich-founded asset finance broker and lender (Saxon House, Hellesdon), part of the STAR Asset Finance group, funding equipment and vehicles across Norfolk and Suffolk.","","2026-07-26",""
